uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MT,OUTRAS,HOSPITAL,"20 - 29",M,65
MT,OUTRAS,IGNORADO,"20 - 29",F,45
MT,OUTRAS,IGNORADO,"20 - 29",M,159
MT,OUTRAS,OUTRO,"20 - 29",F,4
MT,OUTRAS,OUTRO,"20 - 29",M,14
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
MT,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
MT,OUTRAS,VIA_PUBLICA,"20 - 29",M,18
MT,COVID,HOSPITAL,"20 - 29",F,12
MT,COVID,HOSPITAL,"20 - 29",M,11
MT,COVID,IGNORADO,"20 - 29",F,10
MT,COVID,IGNORADO,"20 - 29",M,5
MT,COVID,OUTRO,"20 - 29",F,1
MT,INDETERMINADA,HOSPITAL,"20 - 29",M,1
MT,INDETERMINADA,IGNORADO,"20 - 29",M,3
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,5
MT,PNEUMONIA,HOSPITAL,"20 - 29",F,6
MT,PNEUMONIA,HOSPITAL,"20 - 29",M,13
MT,PNEUMONIA,IGNORADO,"20 - 29",F,2
MT,PNEUMONIA,IGNORADO,"20 - 29",M,3
MT,SEPTICEMIA,HOSPITAL,"20 - 29",F,7
MT,SEPTICEMIA,HOSPITAL,"20 - 29",M,12
MT,SEPTICEMIA,IGNORADO,"20 - 29",F,2
MT,SEPTICEMIA,IGNORADO,"20 - 29",M,5
MT,SRAG,IGNORADO,"20 - 29",M,1
PA,OUTRAS,DOMICILIO,"20 - 29",F,35
PA,OUTRAS,DOMICILIO,"20 - 29",M,91
PA,OUTRAS,HOSPITAL,"20 - 29",F,85
PA,OUTRAS,HOSPITAL,"20 - 29",M,181
PA,OUTRAS,IGNORADO,"20 - 29",F,1
PA,OUTRAS,IGNORADO,"20 - 29",M,6
PA,OUTRAS,OUTRO,"20 - 29",F,8
PA,OUTRAS,OUTRO,"20 - 29",M,93
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,11
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,22
PA,OUTRAS,VIA_PUBLICA,"20 - 29",F,15
PA,OUTRAS,VIA_PUBLICA,"20 - 29",I,1
PA,OUTRAS,VIA_PUBLICA,"20 - 29",M,169
PA,COVID,DOMICILIO,"20 - 29",F,1
PA,COVID,DOMICILIO,"20 - 29",M,1
PA,COVID,HOSPITAL,"20 - 29",F,27
PA,COVID,HOSPITAL,"20 - 29",M,41
PA,COVID,OUTRO,"20 - 29",F,1
PA,COVID,OUTRO,"20 - 29",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PA,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PA,INDETERMINADA,DOMICILIO,"20 - 29",M,1
PA,INDETERMINADA,OUTRO,"20 - 29",F,1
PA,INDETERMINADA,OUTRO,"20 - 29",M,4
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,14
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,21
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PA,PNEUMONIA,DOMICILIO,"20 - 29",F,2
PA,PNEUMONIA,DOMICILIO,"20 - 29",M,3
PA,PNEUMONIA,HOSPITAL,"20 - 29",F,25
PA,PNEUMONIA,HOSPITAL,"20 - 29",M,46
PA,PNEUMONIA,OUTRO,"20 - 29",M,3
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,6
PA,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
PA,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
PA,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PA,SEPTICEMIA,HOSPITAL,"20 - 29",F,31
PA,SEPTICEMIA,HOSPITAL,"20 - 29",M,44
PA,SEPTICEMIA,OUTRO,"20 - 29",F,1
PA,SEPTICEMIA,OUTRO,"20 - 29",M,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PA,SRAG,DOMICILIO,"20 - 29",M,1
PA,SRAG,HOSPITAL,"20 - 29",F,2
PA,SRAG,HOSPITAL,"20 - 29",M,4
PB,OUTRAS,DOMICILIO,"20 - 29",F,6
PB,OUTRAS,DOMICILIO,"20 - 29",M,33
PB,OUTRAS,HOSPITAL,"20 - 29",F,48
PB,OUTRAS,HOSPITAL,"20 - 29",M,74
PB,OUTRAS,OUTRO,"20 - 29",F,3
PB,OUTRAS,OUTRO,"20 - 29",M,19
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,5
PB,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
PB,OUTRAS,VIA_PUBLICA,"20 - 29",M,43
PB,COVID,HOSPITAL,"20 - 29",F,12
PB,COVID,HOSPITAL,"20 - 29",M,20
PB,COVID,OUTRO,"20 - 29",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,INDETERMINADA,DOMICILIO,"20 - 29",F,1
PB,INDETERMINADA,DOMICILIO,"20 - 29",M,2
PB,INDETERMINADA,HOSPITAL,"20 - 29",M,1
PB,INDETERMINADA,OUTRO,"20 - 29",F,1
PB,INDETERMINADA,OUTRO,"20 - 29",M,1
PB,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,12
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,13
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,PNEUMONIA,DOMICILIO,"20 - 29",F,2
PB,PNEUMONIA,DOMICILIO,"20 - 29",M,2
PB,PNEUMONIA,HOSPITAL,"20 - 29",F,15
PB,PNEUMONIA,HOSPITAL,"20 - 29",M,21
PB,PNEUMONIA,OUTRO,"20 - 29",M,2
PB,SEPTICEMIA,DOMICILIO,"20 - 29",F,3
PB,SEPTICEMIA,HOSPITAL,"20 - 29",F,21
PB,SEPTICEMIA,HOSPITAL,"20 - 29",M,20
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PB,SRAG,HOSPITAL,"20 - 29",F,1
PB,SRAG,HOSPITAL,"20 - 29",M,2
PB,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,OUTRAS,DOMICILIO,"20 - 29",F,37
PE,OUTRAS,DOMICILIO,"20 - 29",M,127
PE,OUTRAS,HOSPITAL,"20 - 29",F,128
PE,OUTRAS,HOSPITAL,"20 - 29",M,291
PE,OUTRAS,IGNORADO,"20 - 29",F,3
PE,OUTRAS,IGNORADO,"20 - 29",M,11
PE,OUTRAS,OUTRO,"20 - 29",F,9
PE,OUTRAS,OUTRO,"20 - 29",M,102
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,31
PE,OUTRAS,VIA_PUBLICA,"20 - 29",F,27
PE,OUTRAS,VIA_PUBLICA,"20 - 29",M,243
PE,COVID,HOSPITAL,"20 - 29",F,44
PE,COVID,HOSPITAL,"20 - 29",M,32
PE,INDETERMINADA,DOMICILIO,"20 - 29",F,1
PE,INDETERMINADA,DOMICILIO,"20 - 29",M,5
PE,INDETERMINADA,HOSPITAL,"20 - 29",M,10
PE,INDETERMINADA,IGNORADO,"20 - 29",F,1
PE,INDETERMINADA,OUTRO,"20 - 29",F,1
PE,INDETERMINADA,OUTRO,"20 - 29",M,2
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PE,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,20
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,22
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
PE,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PE,PNEUMONIA,HOSPITAL,"20 - 29",F,32
PE,PNEUMONIA,HOSPITAL,"20 - 29",M,35
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PE,SEPTICEMIA,HOSPITAL,"20 - 29",F,60
PE,SEPTICEMIA,HOSPITAL,"20 - 29",M,81
PE,SRAG,DOMICILIO,"20 - 29",M,1
PE,SRAG,HOSPITAL,"20 - 29",F,25
PE,SRAG,HOSPITAL,"20 - 29",M,27
PE,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PI,OUTRAS,DOMICILIO,"20 - 29",F,15
PI,OUTRAS,DOMICILIO,"20 - 29",M,22
PI,OUTRAS,HOSPITAL,"20 - 29",F,40
PI,OUTRAS,HOSPITAL,"20 - 29",M,53
PI,OUTRAS,IGNORADO,"20 - 29",M,1
PI,OUTRAS,OUTRO,"20 - 29",F,3
PI,OUTRAS,OUTRO,"20 - 29",M,10
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PI,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
PI,OUTRAS,VIA_PUBLICA,"20 - 29",M,17
PI,COVID,DOMICILIO,"20 - 29",F,1
PI,COVID,DOMICILIO,"20 - 29",M,1
PI,COVID,HOSPITAL,"20 - 29",F,10
PI,COVID,HOSPITAL,"20 - 29",M,13
PI,COVID,OUTRO,"20 - 29",M,1
PI,INDETERMINADA,DOMICILIO,"20 - 29",F,1
PI,INDETERMINADA,OUTRO,"20 - 29",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,5
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,11
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
PI,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PI,PNEUMONIA,DOMICILIO,"20 - 29",M,3
PI,PNEUMONIA,HOSPITAL,"20 - 29",F,9
PI,PNEUMONIA,HOSPITAL,"20 - 29",M,16
PI,PNEUMONIA,OUTRO,"20 - 29",M,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PI,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PI,SEPTICEMIA,HOSPITAL,"20 - 29",F,22
PI,SEPTICEMIA,HOSPITAL,"20 - 29",M,20
PI,SRAG,HOSPITAL,"20 - 29",M,2
PI,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,OUTRAS,DOMICILIO,"20 - 29",F,38
PR,OUTRAS,DOMICILIO,"20 - 29",M,117
PR,OUTRAS,HOSPITAL,"20 - 29",F,109
PR,OUTRAS,HOSPITAL,"20 - 29",M,264
PR,OUTRAS,IGNORADO,"20 - 29",M,1
PR,OUTRAS,OUTRO,"20 - 29",F,15
PR,OUTRAS,OUTRO,"20 - 29",M,160
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,14
PR,OUTRAS,POSTO_SAUDE,"20 - 29",M,1
PR,OUTRAS,VIA_PUBLICA,"20 - 29",F,30
PR,OUTRAS,VIA_PUBLICA,"20 - 29",M,228
PR,COVID,DOMICILIO,"20 - 29",F,1
PR,COVID,DOMICILIO,"20 - 29",M,3
PR,COVID,HOSPITAL,"20 - 29",F,39
PR,COVID,HOSPITAL,"20 - 29",M,41
PR,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PR,INDETERMINADA,DOMICILIO,"20 - 29",F,2
PR,INDETERMINADA,HOSPITAL,"20 - 29",M,1
PR,INDETERMINADA,OUTRO,"20 - 29",M,1
PR,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
PR,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,18
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,17
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",M,2
PR,PNEUMONIA,HOSPITAL,"20 - 29",F,32
PR,PNEUMONIA,HOSPITAL,"20 - 29",M,51
PR,PNEUMONIA,OUTRO,"20 - 29",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PR,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
PR,SEPTICEMIA,HOSPITAL,"20 - 29",F,38
PR,SEPTICEMIA,HOSPITAL,"20 - 29",M,61
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,SRAG,HOSPITAL,"20 - 29",F,5
PR,SRAG,HOSPITAL,"20 - 29",M,4
RJ,OUTRAS,DOMICILIO,"20 - 29",F,43
RJ,OUTRAS,DOMICILIO,"20 - 29",M,112
RJ,OUTRAS,HOSPITAL,"20 - 29",F,298
RJ,OUTRAS,HOSPITAL,"20 - 29",M,700
RJ,OUTRAS,IGNORADO,"20 - 29",F,3
RJ,OUTRAS,IGNORADO,"20 - 29",M,4
RJ,OUTRAS,OUTRO,"20 - 29",F,27
RJ,OUTRAS,OUTRO,"20 - 29",M,127
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,96
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,183
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",F,16
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",M,162
RJ,COVID,DOMICILIO,"20 - 29",F,1
RJ,COVID,DOMICILIO,"20 - 29",M,2
RJ,COVID,HOSPITAL,"20 - 29",F,77
RJ,COVID,HOSPITAL,"20 - 29",M,80
RJ,COVID,IGNORADO,"20 - 29",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,11
RJ,INDETERMINADA,DOMICILIO,"20 - 29",F,4
RJ,INDETERMINADA,DOMICILIO,"20 - 29",M,4
RJ,INDETERMINADA,HOSPITAL,"20 - 29",F,4
RJ,INDETERMINADA,HOSPITAL,"20 - 29",M,8
RJ,INDETERMINADA,OUTRO,"20 - 29",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,9
RJ,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,10
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,43
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,42
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,14
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,21
RJ,PNEUMONIA,DOMICILIO,"20 - 29",M,2
RJ,PNEUMONIA,HOSPITAL,"20 - 29",F,97
RJ,PNEUMONIA,HOSPITAL,"20 - 29",M,130
RJ,PNEUMONIA,OUTRO,"20 - 29",F,1
RJ,PNEUMONIA,OUTRO,"20 - 29",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,20
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,15
RJ,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
RJ,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
RJ,SEPTICEMIA,DOMICILIO,"20 - 29",M,2
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",F,108
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",I,1
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",M,109
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,21
RJ,SRAG,HOSPITAL,"20 - 29",F,6
RJ,SRAG,HOSPITAL,"20 - 29",M,11
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,OUTRAS,DOMICILIO,"20 - 29",F,10
RN,OUTRAS,DOMICILIO,"20 - 29",M,31
RN,OUTRAS,HOSPITAL,"20 - 29",F,28
RN,OUTRAS,HOSPITAL,"20 - 29",M,55
RN,OUTRAS,IGNORADO,"20 - 29",F,1
RN,OUTRAS,IGNORADO,"20 - 29",M,2
RN,OUTRAS,OUTRO,"20 - 29",F,3
RN,OUTRAS,OUTRO,"20 - 29",M,14
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RN,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
RN,OUTRAS,VIA_PUBLICA,"20 - 29",M,63
RN,COVID,HOSPITAL,"20 - 29",F,12
RN,COVID,HOSPITAL,"20 - 29",M,16
RN,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RN,INDETERMINADA,OUTRO,"20 - 29",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,4
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,PNEUMONIA,DOMICILIO,"20 - 29",F,1
RN,PNEUMONIA,HOSPITAL,"20 - 29",F,12
RN,PNEUMONIA,HOSPITAL,"20 - 29",M,16
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
RN,PNEUMONIA,VIA_PUBLICA,"20 - 29",F,1
RN,SEPTICEMIA,HOSPITAL,"20 - 29",F,14
RN,SEPTICEMIA,HOSPITAL,"20 - 29",M,16
RN,SRAG,HOSPITAL,"20 - 29",F,2
RN,SRAG,HOSPITAL,"20 - 29",M,2
RO,OUTRAS,DOMICILIO,"20 - 29",F,9
RO,OUTRAS,DOMICILIO,"20 - 29",M,28
RO,OUTRAS,HOSPITAL,"20 - 29",F,16
RO,OUTRAS,HOSPITAL,"20 - 29",M,37
RO,OUTRAS,OUTRO,"20 - 29",F,2
RO,OUTRAS,OUTRO,"20 - 29",M,15
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RO,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
RO,OUTRAS,VIA_PUBLICA,"20 - 29",M,29
RO,COVID,DOMICILIO,"20 - 29",M,1
RO,COVID,HOSPITAL,"20 - 29",F,7
RO,COVID,HOSPITAL,"20 - 29",M,10
RO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,7
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,3
RO,PNEUMONIA,HOSPITAL,"20 - 29",F,7
RO,PNEUMONIA,HOSPITAL,"20 - 29",M,5
RO,PNEUMONIA,OUTRO,"20 - 29",M,1
RO,SEPTICEMIA,HOSPITAL,"20 - 29",F,7
RO,SEPTICEMIA,HOSPITAL,"20 - 29",M,11
RR,OUTRAS,DOMICILIO,"20 - 29",M,7
RR,OUTRAS,HOSPITAL,"20 - 29",F,8
RR,OUTRAS,HOSPITAL,"20 - 29",M,38
RR,OUTRAS,IGNORADO,"20 - 29",M,1
RR,OUTRAS,OUTRO,"20 - 29",F,3
RR,OUTRAS,OUTRO,"20 - 29",M,15
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RR,OUTRAS,VIA_PUBLICA,"20 - 29",M,8
RR,COVID,HOSPITAL,"20 - 29",F,7
RR,COVID,HOSPITAL,"20 - 29",M,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
RR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RR,PNEUMONIA,HOSPITAL,"20 - 29",F,2
RR,PNEUMONIA,HOSPITAL,"20 - 29",M,4
RR,SEPTICEMIA,HOSPITAL,"20 - 29",F,5
RR,SEPTICEMIA,HOSPITAL,"20 - 29",M,8
RS,OUTRAS,DOMICILIO,"20 - 29",F,17
RS,OUTRAS,DOMICILIO,"20 - 29",M,48
RS,OUTRAS,HOSPITAL,"20 - 29",F,103
RS,OUTRAS,HOSPITAL,"20 - 29",M,108
RS,OUTRAS,IGNORADO,"20 - 29",F,2
RS,OUTRAS,IGNORADO,"20 - 29",M,10
RS,OUTRAS,OUTRO,"20 - 29",F,4
RS,OUTRAS,OUTRO,"20 - 29",M,24
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,7
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,12
RS,OUTRAS,VIA_PUBLICA,"20 - 29",F,7
RS,OUTRAS,VIA_PUBLICA,"20 - 29",M,23
RS,COVID,DOMICILIO,"20 - 29",M,2
RS,COVID,HOSPITAL,"20 - 29",F,20
RS,COVID,HOSPITAL,"20 - 29",M,33
RS,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
RS,INDETERMINADA,DOMICILIO,"20 - 29",M,1
RS,INDETERMINADA,HOSPITAL,"20 - 29",M,2
RS,INDETERMINADA,OUTRO,"20 - 29",M,1
RS,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,14
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,21
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
RS,PNEUMONIA,DOMICILIO,"20 - 29",F,2
RS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RS,PNEUMONIA,HOSPITAL,"20 - 29",F,32
RS,PNEUMONIA,HOSPITAL,"20 - 29",M,57
RS,PNEUMONIA,IGNORADO,"20 - 29",F,3
RS,PNEUMONIA,IGNORADO,"20 - 29",M,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
RS,SEPTICEMIA,HOSPITAL,"20 - 29",F,46
RS,SEPTICEMIA,HOSPITAL,"20 - 29",M,55
RS,SEPTICEMIA,IGNORADO,"20 - 29",F,1
RS,SEPTICEMIA,IGNORADO,"20 - 29",M,1
RS,SRAG,HOSPITAL,"20 - 29",F,4
RS,SRAG,HOSPITAL,"20 - 29",M,6
RS,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SC,OUTRAS,DOMICILIO,"20 - 29",F,15
SC,OUTRAS,DOMICILIO,"20 - 29",M,29
SC,OUTRAS,HOSPITAL,"20 - 29",F,71
SC,OUTRAS,HOSPITAL,"20 - 29",M,107
SC,OUTRAS,IGNORADO,"20 - 29",M,2
SC,OUTRAS,OUTRO,"20 - 29",F,1
SC,OUTRAS,OUTRO,"20 - 29",M,21
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SC,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
SC,OUTRAS,VIA_PUBLICA,"20 - 29",M,30
SC,COVID,HOSPITAL,"20 - 29",F,22
